,spectrum_id,mz,intensity
0,20161130_Kat-0_pos_01_1616,59.628155498547905,706.5686798095703
1,20161130_Kat-0_pos_01_1616,59.88054009987759,738.5029754638672
2,20161130_Kat-0_pos_01_1616,64.75806162190312,885.1502075195312
3,20161130_Kat-0_pos_01_1616,65.03970183266006,12502.112503051758
4,20161130_Kat-0_pos_01_1616,66.1878385745612,744.3273391723633
5,20161130_Kat-0_pos_01_1616,67.8961615061003,713.5301132202148
6,20161130_Kat-0_pos_01_1616,68.05658621619257,815.4069366455078
7,20161130_Kat-0_pos_01_1616,71.89059274928415,788.9981079101562
8,20161130_Kat-0_pos_01_1616,73.821600681495,735.6286849975586
9,20161130_Kat-0_pos_01_1616,75.05647732447484,855.0627136230469
10,20161130_Kat-0_pos_01_1616,75.71962024724772,697.2773971557617
11,20161130_Kat-0_pos_01_1616,77.66743722411152,764.3651809692383
12,20161130_Kat-0_pos_01_1616,86.84657338799317,795.4318466186523
13,20161130_Kat-0_pos_01_1616,87.79865579946937,802.9060134887695
14,20161130_Kat-0_pos_01_1616,88.46025164594629,751.5150756835938
15,20161130_Kat-0_pos_01_1616,93.0341802850699,1158.0777435302734
16,20161130_Kat-0_pos_01_1616,96.12003377668964,871.0046615600586
17,20161130_Kat-0_pos_01_1616,104.50823019620809,838.1200637817383
18,20161130_Kat-0_pos_01_1616,107.18736650651799,762.3407897949219
19,20161130_Kat-0_pos_01_1616,109.64040938381115,725.3345413208008
20,20161130_Kat-0_pos_01_1616,111.04459361692727,1822.8953552246094
21,20161130_Kat-0_pos_01_1616,112.69974324895479,789.7368621826172
22,20161130_Kat-0_pos_01_1616,115.45347261233421,872.4607391357422
23,20161130_Kat-0_pos_01_1616,121.02906925749676,3693.2687911987305
24,20161130_Kat-0_pos_01_1616,121.04012173867473,2028.0834274291992
25,20161130_Kat-0_pos_01_1616,123.36586771271098,783.5501251220703
26,20161130_Kat-0_pos_01_1616,135.2566164636056,800.8165740966797
27,20161130_Kat-0_pos_01_1616,135.92234392719547,752.4772109985352
28,20161130_Kat-0_pos_01_1616,141.87277585378496,833.8047256469727
29,20161130_Kat-0_pos_01_1616,149.02448580240173,16112.836120605469
30,20161130_Kat-0_pos_01_1764,50.62885463630253,917.4250717163086
31,20161130_Kat-0_pos_01_1764,51.30753129296611,901.4199142456055
32,20161130_Kat-0_pos_01_1764,51.83714932645476,1104.8984069824219
33,20161130_Kat-0_pos_01_1764,53.00318632174994,995.6962203979492
34,20161130_Kat-0_pos_01_1764,53.062811205666364,1003.7035903930664
35,20161130_Kat-0_pos_01_1764,54.59038406222963,1051.4561462402344
36,20161130_Kat-0_pos_01_1764,57.071083748586126,24845.252899169922
37,20161130_Kat-0_pos_01_1764,58.066188366455435,21157.922637939453
38,20161130_Kat-0_pos_01_1764,58.92488388989269,994.5821990966797
39,20161130_Kat-0_pos_01_1764,59.09279656200562,1035.0513458251953
40,20161130_Kat-0_pos_01_1764,61.307059531859935,912.4383316040039
41,20161130_Kat-0_pos_01_1764,63.17716092258811,1048.0904693603516
42,20161130_Kat-0_pos_01_1764,68.85510341140642,1034.4332885742188
43,20161130_Kat-0_pos_01_1764,69.93121101382755,1113.8091659545898
44,20161130_Kat-0_pos_01_1764,70.95656434584448,1106.8182525634766
45,20161130_Kat-0_pos_01_1764,71.08658372393738,5686.460632324219
46,20161130_Kat-0_pos_01_1764,72.18501154898239,1328.7129364013672
47,20161130_Kat-0_pos_01_1764,77.8898088918172,889.0666046142578
48,20161130_Kat-0_pos_01_1764,78.60779662187541,1250.8348846435547
49,20161130_Kat-0_pos_01_1764,79.78611934192102,928.4344329833984
50,20161130_Kat-0_pos_01_1764,85.10211253915442,4350.847984313965
51,20161130_Kat-0_pos_01_1764,90.00277579201374,1318.6410827636719
52,20161130_Kat-0_pos_01_1764,91.55067909217426,1119.284194946289
53,20161130_Kat-0_pos_01_1764,96.52806685705522,1119.1771697998047
54,20161130_Kat-0_pos_01_1764,98.98502711221444,8000.745300292969
55,20161130_Kat-0_pos_01_1764,101.53020832372901,1066.836296081543
56,20161130_Kat-0_pos_01_1764,104.84958754852673,1048.9452056884766
57,20161130_Kat-0_pos_01_1764,108.83220535042892,1054.0218963623047
58,20161130_Kat-0_pos_01_1764,114.09520249164044,1237.6923370361328
59,20161130_Kat-0_pos_01_1764,124.65852095137015,1330.753677368164
60,20161130_Kat-0_pos_01_1764,147.99647398333744,1120.7168579101562
61,20161130_Kat-0_pos_01_1764,149.4936899298694,1252.6293182373047
62,20161130_Kat-0_pos_01_1764,152.09638077350036,1242.6998596191406
63,20161130_Kat-0_pos_01_1764,152.69333061636485,1174.9248809814453
64,20161130_Kat-0_pos_01_1764,165.8817818537337,1203.5042877197266
65,20161130_Kat-0_pos_01_1764,166.16588143855878,1194.6563873291016
66,20161130_Kat-0_pos_01_1764,184.2063347734156,2622.497314453125
67,20161130_Kat-0_pos_01_1764,186.2232024009166,32344.29331970215
68,20161130_Kat-0_pos_01_1764,205.34199849537572,1208.3622131347656
69,20161130_Kat-0_pos_01_1764,243.97269664437255,1149.0487060546875
70,20161130_Kat-0_pos_01_1764,296.62081940138836,146.3088836669922
71,20161130_Kat-0_pos_01_1764,296.62203092215896,266.7550964355469
72,20161130_Kat-0_pos_01_1764,296.6232424503521,369.1234130859375
73,20161130_Kat-0_pos_01_1764,296.6244539859678,396.5106201171875
74,20161130_Kat-0_pos_01_1764,296.6256655290062,325.606689453125
75,20161130_Kat-0_pos_01_1764,296.6268770794673,195.5416259765625
76,20161130_Kat-0_pos_01_1764,314.6198994104306,148.11984252929688
77,20161130_Kat-0_pos_01_1764,314.6212228611289,271.1464538574219
78,20161130_Kat-0_pos_01_1764,314.62254632017783,330.6643371582031
